step,reward,seed
0,0.0,1
100000,980.0,1
200000,986.0,1
300000,989.0,1
400000,989.0,1
500000,989.0,1
600000,988.0,1
700000,986.0,1
800000,989.0,1
900000,991.0,1
1000000,993.0,1
0,0.0,2
100000,967.0,2
200000,982.0,2
300000,985.0,2
400000,985.0,2
500000,989.0,2
600000,991.0,2
700000,987.0,2
800000,990.0,2
900000,989.0,2
1000000,989.0,2
0,0.0,3
100000,958.0,3
200000,973.0,3
300000,984.0,3
400000,985.0,3
500000,985.0,3
600000,991.0,3
700000,990.0,3
800000,989.0,3
900000,991.0,3
1000000,991.0,3
